qa_id,entity_type,entity_id,severity,issue_type,issue,recommended_action,status
QA-DE7C1B4820,Product,PRD-7EE559B95F,High,Primary source missing,Thoracent / M.I.Tech BTB-144009 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-825C6A6923,Product,PRD-804529441A,High,Primary source missing,Medtronic 9CN90H remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-3310ED34B4,Product,PRD-806A35FA67,High,Primary source missing,Merit Medical TAPS-5F-10LT remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-7ADABCC4CE,Product,PRD-81325BA145,High,Primary source missing,Thoracent / M.I.Tech BTB-145009 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-7A2A2DA4BC,Product,PRD-82CCE45D12,High,Primary source missing,Micro-Tech Endoscopy ST05-155.16.040 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-45EC2E0092,Product,PRD-83ADF2581C,High,U.S. regulatory/market status,ERBE 20134-002 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-9223DD9992,Product,PRD-8446D3EB4E,High,Primary source missing,Cook Medical G57704 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-28CEB28FDA,Product,PRD-848FD7C902,High,Exact configuration incomplete,Cook Medical G13722 has a supported product identity but incomplete exact size/configuration evidence.,Obtain the current manufacturer ordering table and populate every orderable configuration before exposing it.,Open
QA-4B2486F1C9,Product,PRD-849E1FCCA5,High,Primary source missing,Medtronic 7CN80H remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-99D3BEA642,Product,PRD-8776B50EA8,High,Primary source missing,Cardinal Health 8888570549 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-D4706EF060,Product,PRD-88D778F3A4,High,U.S. regulatory/market status,ERBE 20196-065 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-F6E0AE55E2,Product,PRD-8905E9BA40,High,U.S. regulatory/market status,ERBE 20194-086 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-DD5561DFFE,Product,PRD-8C5BA93DCA,High,U.S. regulatory/market status,ERBE 20132-251 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-94289E7FC7,Product,PRD-8C6A6B2ACE,High,Primary source missing,Novatech 16913 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-120F772714,Product,PRD-8C6C29BE46,High,Exact configuration incomplete,Cook Medical G56535 has a supported product identity but incomplete exact size/configuration evidence.,Obtain the current manufacturer ordering table and populate every orderable configuration before exposing it.,Open
QA-36E25E08B7,Product,PRD-8C9CE98C9B,High,Primary source missing,Thoracent / M.I.Tech BTB-166009 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-584D2EDB06,Product,PRD-8E8D4D1565,High,Primary source missing,Merit Medical TAPS-6F-10LT remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-BAF54BD310,Product,PRD-8EE9A09E05,High,Primary source missing,Medtronic 8CN85ED remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-8A7A494198,Product,PRD-908A7EB205,High,Primary source missing,Thoracent / M.I.Tech BTB-143009 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-CCFF6BE247,Product,PRD-90D21D9281,High,Primary source missing,Cardinal Health 8888570572 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-3655CF8322,Product,PRD-90F9A0A0BC,High,Primary source missing,Medtronic 6UN75H remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-112FDC94FB,Product,PRD-913352C891,High,U.S. regulatory/market status,ERBE 20180-010 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-17EC43CFCD,Product,PRD-91C738FE6C,High,Primary source missing,Medtronic 9UN90H remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-7159969791,Product,PRD-9349B7D1F6,High,U.S. regulatory/market status,ERBE 20132-095 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-8D20F93687,Product,PRD-9371C2567D,High,Primary source missing,BD PIG1260TSP remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-7CA70C5570,Product,PRD-93A3E7F825,High,U.S. regulatory/market status,ERBE 20196-066 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-A794359E50,Product,PRD-9428EBB5CF,High,Exact configuration incomplete,Cook Medical G07467 has a supported product identity but incomplete exact size/configuration evidence.,Obtain the current manufacturer ordering table and populate every orderable configuration before exposing it.,Open
QA-D1FE611FF5,Product,PRD-95ADE8F814,High,U.S. regulatory/market status,ERBE 20192-101 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-8674CBE6C5,Product,PRD-95C0E7E548,High,Primary source missing,Thoracent / M.I.Tech BTB-202009 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-77E6852A82,Product,PRD-963930CE88,High,Primary source missing,Thoracent / M.I.Tech BTB-206009 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-E4FD9482AB,Product,PRD-972FD7E1D0,High,Primary source missing,Boston Scientific M00542711 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-2115B0DA66,Product,PRD-993D8701CA,High,Primary source missing,Cook Medical G55716 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-90172B67E2,Product,PRD-99494D8DD0,High,U.S. regulatory/market status,ERBE 20132-226 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-3193634FAA,Product,PRD-9AE343BC8D,High,U.S. regulatory/market status,ERBE 20410-003 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-AAAFF29910,Product,PRD-9BAC333008,High,Primary source missing,Thoracent / M.I.Tech BTB-207009 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-800104CDCD,Product,PRD-9BBDA8D7D6,High,Primary source missing,Thoracent / M.I.Tech BTB-164009 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-AE3B3009C4,Product,PRD-9C53328A79,High,Primary source missing,Thoracent / M.I.Tech BTB-204009 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-4BD7142A0F,Product,PRD-9CAAE08C97,High,U.S. regulatory/market status,ERBE 21196-115 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-F2D94BA248,Product,PRD-9CE203EA1C,High,Primary source missing,Novatech 01BD1040 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-C21745CD15,Product,PRD-9DA3B7C48B,High,U.S. regulatory/market status,ERBE 20132-078 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-4706DFA354,Product,PRD-9DCC51E06A,High,Primary source missing,Thoracent / M.I.Tech BTB-205009 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-86ED934F48,Product,PRD-9DCC5EC86C,High,U.S. regulatory/market status,ERBE 20196-053 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-7BAD403E42,Product,PRD-9F5884AD09,High,Primary source missing,Cardinal Health 8888561076 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-1CD2DD0F8E,Product,PRD-A034F04BF1,High,Primary source missing,Medtronic 8CN85H remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-78D5482DB5,Product,PRD-A0DF0074DB,High,Primary source missing,Thoracent / M.I.Tech BTB-124009 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-AAE9D2AFC1,Product,PRD-A1BB9D424D,High,U.S. regulatory/market status,ERBE 20192-134 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-FB0FAE8CE6,Product,PRD-A24DAA76C6,High,U.S. regulatory/market status,ERBE 20196-048 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-2CB444A58D,Product,PRD-A2C49C9352,High,U.S. regulatory/market status,ERBE 20402-401 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-80D154011F,Product,PRD-A4575632E4,High,Primary source missing,Merit Medical TAPS-8F-7LT remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-BA5727B9CC,Product,PRD-A47AD72FD5,High,Primary source missing,Medtronic 125039 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-A2D04B78DA,Product,PRD-A48A455A5E,High,U.S. regulatory/market status,ERBE 20132-220 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-A1B7EB191A,Product,PRD-A5DD232514,High,Primary source missing,Novatech 01Y141010 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-D37CA68A2B,Product,PRD-A6CF0E2BA4,High,Primary source missing,Ambu 476101000 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-5C39050382,Product,PRD-A7209784C9,High,Primary source missing,Olympus MAJ-1058 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-8C0A4F96A4,Product,PRD-A72E811F09,High,Primary source missing,Teleflex AK-01000 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-4FBCF60851,Product,PRD-A83D0CAAC1,High,U.S. regulatory/market status,ERBE 20132-256 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-697B053B97,Product,PRD-A93BE6938D,High,U.S. regulatory/market status,ERBE 20410-011 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-25D8A3465C,Product,PRD-AAD09EDB4C,High,Primary source missing,Medtronic 125037 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-73066C64F4,Product,PRD-ADAEAEFCA8,High,Primary source missing,Olympus LTF-H290 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-683DD72CBA,Product,PRD-AE9BC99FAA,High,Primary source missing,Olympus CV-190 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-9D395A6DD7,Product,PRD-AEEAFB2957,High,Primary source missing,Micro-Tech / Thoracent BU49241 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-7F91A09CBB,Product,PRD-B21BCEFB54,High,U.S. regulatory/market status,ERBE 20132-004 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-BA148F584E,Product,PRD-B2B0419598,High,Primary source missing,BD 50-7500B remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-104AC77047,Product,PRD-B54B621217,High,Primary source missing,Micro-Tech / Thoracent BU49261 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-C1F466A3CD,Product,PRD-B68845E997,High,U.S. regulatory/market status,ERBE 20402-300 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-A4F63AD9F0,Product,PRD-B68F5C38B4,High,Primary source missing,EFER BB2401-3 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-87FAC7F60C,Product,PRD-B76CB39194,High,Primary source missing,Olympus FB-420K remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-D309C2EE05,Product,PRD-B79F76C6D6,High,U.S. regulatory/market status,ERBE 20132-085 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-D63C55E77F,Product,PRD-B9381E6DD2,High,Primary source missing,BD PIG1260K remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-07DEAFEAC0,Product,PRD-BA02119C36,High,Primary source missing,Micro-Tech / Thoracent MED-114-FOR remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-3C2BE3FC49,Product,PRD-BBBE3C6465,High,Primary source missing,Thoracent / M.I.Tech BTB-127009 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-38CDF58621,Product,PRD-BBCDFBC541,High,U.S. regulatory/market status,ERBE 20192-097 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-A52FA2FDC1,Product,PRD-BCC4474447,High,Primary source missing,Medtronic 126039 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-2F8CE8DBC0,Product,PRD-BCD783DD13,High,U.S. regulatory/market status,ERBE 20196-045 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-453C03F8D8,Product,PRD-BDA5B2EF14,High,Exact configuration incomplete,Cook Medical G06786 has a supported product identity but incomplete exact size/configuration evidence.,Obtain the current manufacturer ordering table and populate every orderable configuration before exposing it.,Open
QA-3D0F03D9CB,Product,PRD-BEE0D63766,High,Primary source missing,Merit Medical TAPS-6F-12PLT remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-D1A37A437A,Product,PRD-BF2B39F2F3,High,Primary source missing,Boston Scientific M00542731 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-77E00A36E3,Product,PRD-C0FA666A98,High,Primary source missing,Cook Medical G55723 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-B93193055F,Product,PRD-C12AB8BEA4,High,Primary source missing,Pulmonx EBV-TS-5.5 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-9B5A930D04,Product,PRD-C2C49B88CC,High,Primary source missing,BD PIG1280TSP remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-634ABE1F71,Product,PRD-C3FB38433F,High,U.S. regulatory/market status,ERBE 20402-052 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-E81F90A10B,Product,PRD-C3FDFF59E0,High,U.S. regulatory/market status,ERBE 20132-222 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-25153B43DF,Product,PRD-C47EB33229,High,U.S. regulatory/market status,ERBE 20196-121 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-DC0D872D29,Product,PRD-C492434340,High,U.S. regulatory/market status,ERBE 20132-225 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-20944BCEC6,Product,PRD-C4C8CC5CF5,High,Primary source missing,Cook Medical G57706 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-8A63FEBBA5,Product,PRD-C684D9ADCF,High,U.S. regulatory/market status,ERBE 20402-008 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-6D63936F5C,Product,PRD-C73E87B7EE,High,Primary source missing,Cardinal Health 8888570556 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-0534E92086,Product,PRD-C7EB76131F,High,Primary source missing,TRACOE 330 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-3A114A7337,Product,PRD-CB585AE377,High,U.S. regulatory/market status,ERBE 20192-110 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-ED2A082671,Product,PRD-CBD72081E8,High,Primary source missing,Thoracent / M.I.Tech BTB-105009 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-AA696C2E60,Product,PRD-CC378D0981,High,Primary source missing,Novatech 01TF1860 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-D4D6018EAA,Product,PRD-CDCBBB4171,High,U.S. regulatory/market status,ERBE 20194-077 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-8F4DF916BE,Product,PRD-CEED2FDA83,High,Primary source missing,Olympus CV-1500 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-EDE7DBC2FA,Product,PRD-D03502FFB4,High,U.S. regulatory/market status,ERBE 20448-000 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-2CA6826AF7,Product,PRD-D063F090C6,High,U.S. regulatory/market status,ERBE 20192-135 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-1A9068F65F,Product,PRD-D194D5A02B,High,U.S. regulatory/market status,ERBE 20194-078 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-E9DD5DB1E4,Product,PRD-D1DCE936D2,High,Primary source missing,Novatech 16863 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-088711B5FD,Product,PRD-D2C6029A70,High,Primary source missing,Thoracent / M.I.Tech BTB-128009 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-FC76F841AA,Product,PRD-D41DE241C1,High,U.S. regulatory/market status,ERBE 20192-117 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-1B2A67DE50,Product,PRD-D44D27C76E,High,Primary source missing,Micro-Tech / Thoracent BU49231 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-1D30D86A03,Product,PRD-D454A9C046,High,U.S. regulatory/market status,ERBE 20132-165 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-4E413C2BE8,Product,PRD-D532D5406F,High,Primary source missing,Micro-Tech / Thoracent MED-200-NET remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-F50F5E3D20,Product,PRD-D54D46A95B,High,U.S. regulatory/market status,ERBE 20402-060 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-F754BDDCE2,Product,PRD-D6F54A6D11,High,Primary source missing,Olympus BF-H190 remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-D04EA0328D,Product,PRD-D723C6FF62,High,U.S. regulatory/market status,ERBE 20183-025 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-C770416739,Product,PRD-D76C39F2B7,High,U.S. regulatory/market status,ERBE 20132-250 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-F4F7B20054,Product,PRD-D77666DBD4,High,Primary source missing,BD PIG1280K remains a seed/secondary-source candidate and is hidden from the default dropdown.,"Obtain a current manufacturer catalog/IFU or direct manufacturer confirmation; verify exact catalog number, UDI, configuration, and market status.",Open
QA-E4B0009A6A,Product,PRD-D7F9A3A5D0,High,U.S. regulatory/market status,ERBE 20132-253 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
QA-159E9BEF7A,Product,PRD-D85D52F0CD,High,U.S. regulatory/market status,ERBE 20192-127 is supported by a non-U.S. source and is hidden from U.S. dropdowns.,"Confirm current U.S. labeling, clearance, distributor, orderability, and compatible platform before use.",Open
